mp-10004,-0.349807441,
mp-1001,-0.768235624,
mp-1001022,-0.278697878,
mp-1001024,-2.265640259,
mp-1001080,-1.57978034,
mp-10014,-1.490439177,
mp-1001603,-0.344965577,
mp-1001606,-0.287179619,
mp-1001611,-1.355519056,
mp-1001612,-0.80060935,
mp-1001613,-0.608624458,
mp-1001780,-1.699567199,
mp-1001787,-0.159216687,
mp-1001836,-0.140443295,
mp-1002104,-1.182553053,
mp-1002107,-0.750338078,
mp-1002115,-0.833367884,
mp-1002123,-1.822532177,
mp-1002133,-0.591713011,
mp-1002136,-0.820962787,
mp-1002570,-1.934184074,
mp-10032,-0.087053791,
mp-10033,-1.456145763,
mp-1003312,-1.951696515,
mp-1003314,-1.980255604,
mp-1003316,-1.950698495,
mp-10036,-0.230185002,
mp-1003635,-1.856968403,
mp-1003638,-1.891403794,
mp-1003764,-1.971431375,
mp-1004528,-3.162482262,
mp-1004532,-0.62721318,
mp-10047,-1.108139634,
mp-10056,-0.421183735,
mp-1005689,-0.219856828,
mp-1005690,-0.771648645,
mp-1005693,-0.469389528,
mp-1005754,-2.636012077,
mp-1005755,-0.898237526,
mp-1005761,0.002481992,
mp-1005792,-1.559298277,
mp-10058,-0.413217783,
mp-1005829,-0.679960549,
mp-1005831,-0.593730211,
mp-1005955,-0.546579599,
mp-1005986,-0.126910836,
mp-1006146,-0.551235259,
mp-10062,-2.683750868,
mp-1006242,-0.190212771,
mp-1006256,-0.311639458,
mp-1006328,-0.537199974,
mp-1006352,-0.572613239,
mp-1006390,-0.940287352,
mp-1006399,-0.342505604,
mp-1006574,-0.960340858,
mp-1006591,-0.726475358,
mp-10068,-1.411087394,
mp-1006885,-2.174458981,
mp-1006888,-2.216230631,
mp-1006891,-1.749770164,
mp-10069,-0.684155345,
mp-10070,-2.636151075,
mp-1007636,-2.20437789,
mp-1007692,-0.690408051,
mp-1007694,-2.548957825,
mp-1007758,-0.077711277,
mp-1007786,-0.947987854,
mp-1007907,-1.035287142,
mp-1007910,-1.87002933,
mp-10080,-2.969261408,
mp-1008376,-0.583621383,
mp-1008394,0,
mp-1008492,-0.349239171,
mp-1008511,-0.219402045,
mp-1008561,-1.024658084,
mp-1008833,-1.209345937,
mp-1008858,-0.944921911,
mp-1009082,-0.315633416,
mp-1009084,-0.179849952,
mp-1009085,-0.374127209,
mp-10094,-3.405533075,
mp-1009490,0.001712054,
mp-1009545,-1.820732951,
mp-10098,-0.839004695,
mp-10103,-3.984439373,
mp-10108,-0.871314883,
mp-10109,-1.698293805,
mp-10112,-0.650005102,
mp-10115,-0.700964868,
mp-10126,-0.693500042,
mp-10129,-0.513008773,
mp-10130,-0.319869876,
mp-10132,-0.325241238,
mp-10135,-0.654711843,
mp-1013525,-1.293769002,
mp-1013526,-1.290608168,
mp-10137,-0.440916359,
mp-10138,-0.492568552,
mp-1013900,-1.913636446,
mp-1014226,-0.964035749,
mp-1016092,-2.038546324,
mp-1016107,-0.523542941,
mp-1016109,-0.093495868,
mp-1016155,-1.927876711,
mp-1016214,-0.520122766,
mp-1017508,-1.004659891,
mp-1017548,-0.730369985,
mp-1017558,-1.017113805,
mp-1017559,-0.678464115,
mp-1017567,-2.037570477,
mp-1017579,-0.165077686,
mp-1017627,-1.038048387,
mp-1017981,0.00103719,
mp-1018025,-2.719006777,
mp-1018047,-0.81060338,
mp-1018048,-0.254889309,
mp-1018056,-0.517236769,
mp-1018064,-0.278924525,
mp-1018071,-0.111833565,
mp-1018077,-0.626993239,
mp-1018086,-0.667922318,
mp-1018093,-0.466652095,
mp-1018094,-0.539827287,
mp-1018103,-0.575016737,
mp-1018106,-0.828441024,
mp-1018113,-0.858680606,
mp-1018116,-0.681673586,
mp-1018117,-0.783696711,
mp-1018121,-0.632449865,
mp-1018122,0,
mp-1018123,-0.419914573,
mp-1018125,-0.317673862,
mp-1018129,-0.335899621,
mp-1018136,-1.043373108,
mp-1018137,-1.912337899,
mp-1018138,-0.489006132,
mp-1018144,-0.68071264,
mp-1018146,-0.320335925,
mp-1018147,-0.716485023,
mp-1018156,-0.066658638,
mp-1018162,-0.934389174,
mp-1018175,-0.615271509,
mp-1018176,-0.228892297,
mp-1018178,-0.143053964,
mp-1018276,-0.472948015,
mp-10186,-0.474393129,
mp-1018630,-0.612309098,
mp-1018638,-0.974372804,
mp-1018646,-0.67019701,
mp-1018647,-0.653355062,
mp-1018651,-0.939005196,
mp-1018658,-0.535125911,
mp-1018660,-0.639361084,
mp-1018662,-0.996925116,
mp-1018665,-1.602898717,
mp-1018671,-0.460408092,
mp-1018673,-0.603148818,
mp-1018689,-0.413913369,
mp-1018691,-1.026067495,
mp-1018693,-1.200373292,
mp-1018694,-0.581441104,
mp-1018696,-0.4352507,
mp-1018701,-0.562276006,
mp-1018704,-0.450718373,
mp-1018707,-1.598739982,
mp-1018708,-0.330103546,
mp-1018711,-0.445905983,
mp-1018713,-0.274868578,
mp-1018737,-0.647881031,
mp-1018738,-0.642115176,
mp-1018742,-0.374751121,
mp-1018745,-1.144575238,
mp-1018747,-1.281291127,
mp-1018757,-0.539122283,
mp-1018758,-0.454057932,
mp-1018761,-0.803852499,
mp-1018762,-0.655664861,
mp-1018768,-0.734416723,
mp-1018769,-0.840952218,
mp-1018770,-0.694159746,
mp-1018779,-0.843070805,
mp-1018781,-0.835163951,
mp-1018782,-0.667081833,
mp-1018791,-0.799747825,
mp-1018799,-0.476631731,
mp-1018807,-0.670570076,
mp-1018809,-1.307258487,
mp-1018812,-0.446393013,
mp-1018815,-1.066418648,
mp-1018822,-0.449881792,
mp-1018824,-0.585698664,
mp-1018828,-2.415241957,
mp-1018880,-0.519079626,
mp-1018892,-0.662656546,
mp-1018893,-0.575277984,
mp-1018895,-0.557831585,
mp-1018900,-0.372943878,
mp-1018902,-1.107415438,
mp-1018936,-1.187012911,
mp-1018941,-2.034131765,
mp-1018946,-0.540143967,
mp-1018953,-0.856450438,
mp-1019094,-0.828534067,
mp-10191,-1.681990862,
mp-1019100,-0.597853422,
